Accession No.,Known FunctionScore,Solubility Score,Stability Score,Localisation Score,Signal Peptide Score,Secretion Score,Transmembrane Score,Transmembrane Helices,Nature of Protein Score,Topology Score,Motif Score,PPI Score,PPI Score,Allegenicity Score,Antigenic Score ,Antigenic Score,Functional Characterisation,Functional Characterisation Score,Homology Score,Enzyme Score
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,Solubility Score,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,7,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,Solubility Score,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,Motif Score,,,,,,,,,
,,0,,,,,,,,,7,,,,,,,,,
,,0,,,,,,,,,7,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,7,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,Solubility Score,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,Solubility Score,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,7,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,Solubility Score,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,Motif Score,,,,,,,,,
,,1,,,,,,,,,7,,,,,,,,,
,,0,,,,,,,,,7,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,7,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,6,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,Solubility Score,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,1,,,,,,,,,5,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,1,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,1,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,1,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,2,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,0,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,3,,,,,,,,,
,,0,,,,,,,,,3,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,1,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,4,,,,,,,,,
,,0,,,,,,,,,5,,,,,,,,,
,,0,,,,,,,,,6,,,,,,,,,
